Geneid	SRR15852399_SRR15852399	SRR15852394_SRR15852394	SRR15852395_SRR15852395	SRR15852400_SRR15852400	SRR15852407_SRR15852407	SRR15852409_SRR15852409	SRR15852426_SRR15852426	SRR15852427_SRR15852427	SRR15852429_SRR15852429	SRR15852432_SRR15852432	SRR15852435_SRR15852435	SRR15852438_SRR15852438
STRA8	0	0	0	0	7	0	0	2	0	2	5	1
STRADA	217	89	0	178	148	121	200	190	212	211	203	272
STRADB	26	6	0	20	21	34	79	13	14	34	31	72
STRADBP1	1	0	0	7	0	2	2	0	0	0	2	3
STRAP	212	184	0	123	214	169	141	126	124	215	183	200
STRBP	118	43	0	135	156	202	257	136	127	116	169	186
STRC	2	4	0	3	1	13	21	20	25	6	22	8
STRCP1	4	0	0	6	1	5	11	2	3	6	11	6
STRIP1	215	26	0	187	235	261	283	246	239	234	279	291
STRIP2	43	1	0	30	205	115	18	12	8	21	21	11
STRIT1	0	0	0	0	0	0	0	0	0	0	0	0
STRN	191	45	0	187	176	307	265	173	161	264	176	222
STRN3	111	52	0	96	99	75	143	160	133	173	146	167
STRN4	320	319	0	364	499	634	313	497	527	471	638	527
STS	65	27	0	33	38	50	82	57	51	133	71	160
STSP1	0	0	0	0	0	0	0	0	0	0	0	0
STT3A	424	21	0	192	339	457	421	213	174	375	260	449
STT3A-AS1	0	0	0	0	2	0	4	0	0	3	3	4
STT3B	496	73	0	194	337	402	355	183	194	337	247	283
STUB1	142	80	0	63	54	70	67	92	134	73	114	100
STUB1-DT	4	0	0	4	5	3	13	0	2	0	5	5
STUB1P1	0	0	0	0	0	0	0	0	0	0	0	0
STUM	23	3	0	58	61	206	236	171	149	206	197	128
STX10	178	88	0	127	113	116	114	188	174	125	234	166
STX11	52	5	0	45	56	27	24	51	70	34	58	49
STX12	116	6	0	50	73	103	147	114	112	160	152	184
STX16	248	153	0	272	206	221	342	356	311	264	440	455
STX16-NPEPL1	3	0	0	5	3	8	11	8	5	5	7	11
STX17	107	12	0	126	154	178	337	188	197	299	231	272
STX17-DT	1	0	0	4	3	5	5	10	2	0	4	1
STX18	53	30	0	20	88	66	90	69	59	89	110	144
STX18-AS1	2	1	0	6	2	5	9	5	12	11	6	9
STX18-IT1	10	1	0	1	9	3	1	8	5	3	4	8
STX18P1	1	0	0	0	1	0	2	3	3	3	0	4
STX19	6	0	0	0	2	10	12	2	5	8	7	8
STX1A	74	54	0	30	18	53	28	52	74	41	56	49
STX1B	37	2	1	24	14	66	94	94	120	64	144	58
STX2	90	24	0	58	60	69	87	54	48	119	63	90
STX3	255	44	0	141	169	176	251	187	205	175	228	240
STX4	197	31	0	140	75	140	153	136	168	191	137	176
STX5	194	73	0	123	211	164	206	156	179	206	241	281
STX5-DT	1	0	0	0	4	0	0	1	0	0	0	3
STX6	220	83	0	166	263	288	207	131	148	136	178	174
STX7	147	17	0	113	106	179	319	155	165	177	164	239
STX8	20	10	0	8	20	33	36	12	28	55	32	41
STX8P1	3	0	0	0	0	4	4	0	0	0	1	0
STXBP1	63	7	0	108	109	121	289	211	217	371	313	269
STXBP2	416	357	0	249	243	232	247	231	212	214	360	346
STXBP3	23	4	0	21	47	70	103	31	38	72	45	55
STXBP4	68	12	4	52	87	108	201	77	62	142	79	123
STXBP5	100	4	1	55	80	146	226	113	136	201	148	207
STXBP5-AS1	2	2	0	3	1	3	10	6	9	3	5	14
STXBP5L	2	2	0	12	7	115	2	0	0	0	1	1
STXBP6	2	0	0	0	0	8	4	9	33	56	23	12
STYK1	47	26	0	2	54	38	23	12	11	18	60	35
STYX	57	38	0	62	24	35	80	29	52	56	85	43
STYXL1	43	12	0	53	75	61	60	37	43	22	41	45
STYXL2	4	0	0	1	0	4	2	0	2	3	0	2
SUB1	62	17	0	43	71	183	122	58	60	108	77	109
SUB1P1	0	0	0	0	1	2	0	0	0	2	1	2
SUB1P2	0	0	0	0	1	0	1	0	0	0	0	0
SUB1P3	1	1	0	5	0	8	1	8	0	6	1	3
SUB1P4	1	1	0	3	3	0	1	0	0	0	0	1
SUCLA2	32	7	0	13	45	41	65	41	33	46	38	58
SUCLA2P1	0	0	0	0	0	0	0	0	0	0	0	0
SUCLA2P2	0	0	0	0	0	0	0	0	0	0	0	1
SUCLA2P3	2	0	0	0	2	5	2	1	0	2	1	4
SUCLG1	139	16	0	40	73	128	137	96	77	139	126	141
SUCLG2	293	37	0	90	95	135	181	115	107	180	137	218
SUCLG2-DT	9	0	0	6	7	12	15	2	11	8	10	17
SUCLG2P1	3	0	0	2	7	6	4	4	3	8	1	6
SUCLG2P2	7	1	0	1	2	5	9	3	10	9	4	8
SUCLG2P3	0	0	0	0	0	0	0	0	0	0	0	0
SUCLG2P4	0	0	0	0	0	0	0	0	0	0	0	0
SUCNR1	14	0	0	2	21	10	59	3	6	8	12	26
SUCO	113	99	0	67	212	312	259	114	93	122	155	168
SUDS3	167	128	0	95	232	254	303	171	157	282	271	257
SUDS3P1	1	1	0	0	1	1	1	0	4	2	0	1
SUFU	198	65	0	170	119	231	273	195	214	221	291	273
SUGCT	34	15	0	25	29	17	89	9	22	12	32	46
SUGCT-AS1	3	2	0	4	0	4	9	5	0	2	0	2
SUGP1	69	45	0	114	124	159	129	70	106	136	101	106
SUGP2	769	476	5	1228	745	848	918	626	794	615	877	1087
SUGT1	52	41	0	105	99	154	442	127	126	219	155	162
SUGT1-DT	0	1	0	1	1	2	3	0	0	4	4	1
SUGT1P1	0	2	0	4	1	1	9	7	7	2	2	4
SUGT1P2	11	3	0	0	5	4	8	4	2	4	0	9
SUGT1P3	1	0	0	7	0	4	8	7	9	8	16	5
SUGT1P4	10	3	0	3	7	7	26	4	10	3	6	15
SUGT1P4-STRA6LP	8	0	0	14	21	28	47	10	9	17	13	13
SUGT1P4-STRA6LP-CCDC180	0	0	0	0	1	0	2	0	0	0	0	0
SULF1	897	145	0	249	444	228	240	108	134	438	190	295
SULF2	444	91	0	288	227	469	372	432	319	516	350	595
SULT1A1	395	205	0	113	69	116	194	28	83	72	149	278
SULT1A2	29	6	0	19	7	9	27	4	22	7	18	16
SULT1A3	0	0	0	0	0	0	0	0	0	0	0	0
SULT1A4	0	0	0	0	0	0	0	0	0	0	0	0
SULT1B1	4	0	0	0	2	9	2	0	0	2	2	4
SULT1C2	29	33	0	5	10	7	12	4	6	13	7	4
SULT1C2P1	455	227	0	1	0	0	12	5	0	5	4	5
SULT1C2P2	6	4	0	0	0	0	0	1	0	1	0	1
SULT1C3	43	9	0	0	3	0	164	0	0	0	6	2
SULT1C4	10	7	0	15	0	24	64	3	5	11	12	31
SULT1D1P	1	0	0	0	0	0	0	1	0	0	0	1
SULT1E1	190	24	0	5	2	1	11	67	39	65	30	5
SULT2A1	0	0	0	0	0	0	0	0	0	0	0	0
SULT2B1	54	75	0	3	11	7	32	226	318	99	278	51
SULT4A1	0	0	0	2	28	33	11	4	1	5	16	3
SULT6B1	0	0	0	0	0	0	0	0	0	0	0	0
SULT6B2P	3	0	0	7	1	3	2	12	4	5	8	7
SUMF1	250	34	0	206	130	200	315	259	204	259	341	330
SUMF2	133	119	0	160	124	233	271	289	198	366	360	370
SUMO1	60	15	0	23	54	77	68	47	29	87	64	72
SUMO1P1	0	0	0	0	2	0	0	0	0	0	0	0
SUMO1P2	0	0	0	0	0	0	0	0	0	0	0	3
SUMO1P3	15	3	0	8	15	20	17	11	11	19	6	19
SUMO1P4	0	0	0	0	0	0	2	0	2	0	0	0
SUMO1P5	1	0	0	0	1	1	1	0	0	1	0	0
SUMO2	139	42	0	68	132	196	137	79	93	156	132	158
SUMO2P1	0	0	0	0	0	0	0	0	0	0	2	0
SUMO2P10	2	0	0	2	0	1	2	0	0	0	2	0
SUMO2P11	7	6	0	1	15	1	14	4	1	3	14	11
SUMO2P12	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P13	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P14	0	0	0	0	2	0	0	3	0	0	0	1
SUMO2P15	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P16	4	0	0	5	4	1	0	4	1	0	5	1
SUMO2P17	0	0	0	0	0	1	1	0	0	0	4	0
SUMO2P18	0	0	0	0	3	2	0	0	1	4	0	1
SUMO2P19	0	5	0	0	3	1	5	0	1	1	1	3
SUMO2P2	1	2	0	0	1	0	0	0	0	0	1	0
SUMO2P20	2	0	0	1	2	1	4	6	1	5	0	4
SUMO2P21	10	0	0	1	29	12	14	4	3	13	1	12
SUMO2P3	16	1	0	7	8	5	15	4	4	11	5	8
SUMO2P4	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P6	6	0	0	1	5	6	1	0	7	5	3	1
SUMO2P7	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P8	9	4	0	26	12	14	46	12	24	5	15	104
SUMO3	198	30	1	159	183	258	152	126	151	212	159	192
SUMO4	6	0	0	7	18	11	23	18	8	5	22	14
SUN1	441	135	0	357	349	661	990	753	1011	1022	1264	1030
SUN2	605	418	2	820	372	1671	703	803	946	680	1285	979
SUN3	2	3	0	0	0	0	0	0	0	0	0	0
SUN5	0	1	0	0	0	0	0	3	0	0	0	0
SUNO1	19	34	0	2	15	14	9	20	28	19	24	13
SUOX	109	59	0	33	98	102	111	140	96	89	159	127
SUPT16H	212	34	2	186	278	304	333	199	174	359	242	274
SUPT16HP1	13	7	0	10	31	15	13	1	4	3	16	11
SUPT20H	132	9	0	107	112	128	213	77	88	161	110	181
SUPT20HL1	1	0	0	0	0	1	1	5	0	4	1	9
SUPT20HL2	0	0	0	0	0	2	0	0	0	0	1	2
SUPT3H	72	31	0	46	89	63	79	25	37	47	40	51
SUPT4H1	59	4	0	49	124	51	52	44	37	82	64	66
SUPT4H1P1	0	0	0	3	5	3	5	2	4	2	1	3
SUPT4H1P2	0	0	0	0	0	0	0	0	0	0	0	0
SUPT5H	478	237	0	352	682	734	611	495	438	578	565	672
SUPT6H	493	210	0	508	476	517	843	628	886	935	975	980
SUPT7L	154	55	2	97	192	158	200	122	112	131	173	193
SUPV3L1	32	31	0	45	66	86	91	30	41	42	89	70
SURF1	91	63	0	36	59	65	92	103	71	91	136	115
SURF2	17	14	0	28	76	21	27	28	34	28	51	32
SURF4	985	367	4	554	835	752	576	657	675	822	959	758
SURF6	77	128	0	122	181	118	136	120	153	158	167	189
SURF6P1	0	0	0	0	0	0	0	0	0	0	0	0
SUSD1	58	7	2	80	68	87	74	55	29	61	46	123
SUSD2	99	185	0	73	355	132	125	210	112	314	233	329
SUSD2P1	0	0	0	0	1	0	0	2	0	1	2	0
SUSD2P2	0	0	0	0	0	0	0	0	0	0	0	0
SUSD3	41	0	0	43	32	25	52	35	53	46	45	83
SUSD4	7	5	0	3	7	64	36	111	121	54	113	34
SUSD5	15	0	0	5	4	60	24	35	21	55	21	24
SUSD6	684	219	0	311	422	450	504	597	584	601	847	769
SUV39H1	80	15	0	61	60	55	56	51	34	56	71	75
SUV39H2	19	18	0	30	44	34	29	19	5	12	14	18
SUZ12	35	24	2	101	117	55	95	35	42	75	50	65
SUZ12P1	29	105	1	84	54	71	149	49	44	62	52	74
SUZ12P2	0	0	0	0	0	0	0	0	0	0	0	0
SV2A	19	0	0	13	8	31	56	30	32	43	59	50
SV2B	10	1	0	4	4	4	3	11	14	27	21	20
SV2C	1	0	0	6	31	3	2	0	8	4	0	4
SV2C-AS1	0	0	0	1	0	0	0	0	0	0	0	0
SVBP	5	0	0	5	2	5	8	7	8	6	8	14
SVEP1	221	36	1	260	77	291	997	581	592	954	748	3715
SVIL	305	124	0	401	415	824	1038	1395	1506	1972	1495	1247
SVIL-AS1	64	3	0	38	126	123	175	147	124	178	169	129
SVIL2P	2	2	0	2	5	6	9	10	2	10	9	18
SVIP	12	10	0	8	47	39	37	25	25	25	21	27
SVOP	0	0	0	0	1	0	1	0	0	0	0	2
SVOPL	0	0	0	0	11	13	2	0	0	0	3	1
SWAP70	192	86	0	126	92	219	232	139	124	205	159	260
SWI5	41	28	0	20	54	19	39	52	25	33	32	26
SWINGN	0	0	0	0	0	0	0	0	0	0	0	0
SWSAP1	21	9	0	11	8	8	8	7	6	8	21	16
SWT1	22	0	0	16	15	33	95	12	20	10	18	34
SYAP1	193	235	1	92	43	101	152	137	124	154	93	130
SYBU	16	4	0	14	29	37	102	46	32	103	100	194
SYBU-AS1	1	1	0	0	1	1	2	0	2	3	17	5
SYCE1	3	4	0	2	7	0	1	0	0	1	5	2
SYCE1L	7	3	0	18	13	18	17	12	6	9	47	29
SYCE2	8	15	0	8	12	21	25	21	27	18	32	18
SYCE3	1	0	0	1	3	0	1	0	0	0	2	1
SYCN	0	0	0	0	2	3	0	8	14	0	7	0
SYCP1	3	0	0	0	0	0	0	0	0	0	0	0
SYCP2	28	26	0	37	309	184	105	20	27	16	47	38
SYCP2L	11	0	0	2	1	6	11	1	7	7	5	8
SYCP3	4	0	0	6	20	30	56	17	17	9	30	38
SYDE1	179	45	0	103	99	103	155	205	193	223	267	217
SYDE2	84	108	1	71	37	88	164	39	76	60	65	134
SYF2	24	2	0	26	18	11	58	22	24	52	21	19
SYF2P1	0	0	0	0	0	0	0	0	0	0	0	0
SYF2P2	1	0	0	0	1	1	5	0	3	1	3	1
SYK	213	16	0	165	318	313	127	214	188	224	182	257
SYMPK	498	406	0	606	874	922	607	687	662	663	907	888
SYN1	10	0	0	7	5	4	4	7	5	10	13	8
SYN2	5	0	0	34	8	48	160	43	45	29	67	57
SYN3	4	4	0	4	4	15	21	2	14	8	11	14
SYN3-AS1	2	0	0	1	0	2	3	7	0	3	0	1
SYNC	18	2	0	0	8	6	20	25	42	85	33	15
SYNCRIP	290	13	1	175	132	479	412	234	358	508	253	294
SYNDIG1	113	22	0	6	30	25	0	2	0	7	7	17
SYNDIG1L	15	2	0	25	11	22	56	20	14	9	15	43
SYNE1	698	41	0	464	422	803	1319	1156	1700	2518	1559	2007
SYNE1-AS1	1	0	0	0	0	1	0	0	0	1	1	2
SYNE2	905	145	1	917	1599	1609	2369	1548	1556	2383	1469	2281
SYNE3	247	62	0	288	314	359	637	515	610	704	716	1088
SYNE4	47	92	0	38	86	31	55	24	21	12	57	41
SYNGAP1	17	16	0	26	12	37	37	26	33	24	30	27
SYNGAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SYNGR1	44	103	0	185	58	364	290	409	522	314	567	332
SYNGR2	1584	426	2	626	1190	603	299	684	679	413	832	563
SYNGR2P1	0	0	0	0	0	0	0	0	0	0	0	0
SYNGR2P2	0	1	0	0	0	6	1	0	0	0	0	0
SYNGR3	7	2	0	9	11	3	2	4	7	4	10	4
SYNGR4	0	0	0	27	0	1	0	0	0	0	0	1
SYNJ1	74	20	0	58	55	79	102	60	41	91	80	90
SYNJ2	178	65	0	163	251	504	428	217	194	323	392	461
SYNJ2-IT1	9	3	0	4	7	6	3	3	6	4	6	9
SYNJ2BP	137	65	0	38	61	83	187	103	64	153	86	133
SYNJ2BP-COX16	0	0	0	0	0	0	0	0	0	0	0	0
SYNM	159	23	2	1924	81	2717	1500	2282	1905	3312	2658	2340
SYNM-AS1	0	0	0	12	0	14	12	10	5	8	24	8
SYNPO	390	137	0	395	238	278	327	598	847	1089	669	714
SYNPO2	147	11	0	291	104	244	843	3243	3466	5107	2796	1650
SYNPO2L	6	3	0	20	21	26	45	29	27	17	39	19
SYNPO2L-AS1	2	0	0	3	1	1	0	0	3	1	2	3
SYNPR	0	0	0	0	2	0	2	0	4	0	0	0
SYNPR-AS1	0	0	0	0	0	0	0	0	2	0	0	0
SYNRG	9	0	0	14	13	6	7	13	9	17	7	20
SYP	3	6	0	5	4	4	6	14	10	11	15	9
SYP-AS1	0	0	0	0	0	0	1	0	0	0	2	0
SYPL1	73	13	0	55	53	152	222	94	115	188	114	151
SYPL1P1	0	0	0	0	0	0	0	0	0	0	0	0
SYPL1P2	2	0	0	2	3	2	6	2	1	0	1	0
SYPL2	2	1	0	8	8	5	5	46	32	15	54	10
SYS1	63	20	0	73	50	61	108	79	126	102	98	89
SYS1-DBNDD2	0	0	0	0	0	0	0	0	0	0	0	0
SYT1	13	0	0	7	140	22	47	18	8	11	18	37
SYT10	0	0	0	0	13	1	1	0	0	0	0	0
SYT11	53	15	0	33	37	47	68	66	37	85	64	64
SYT12	1046	186	2	371	8	137	144	226	136	117	231	135
SYT13	0	3	0	2	14	46	13	1	3	2	0	1
SYT14	1	0	0	0	0	0	0	1	1	0	0	0
SYT14P1	0	0	0	0	0	0	0	0	0	0	0	0
SYT15	15	25	0	9	12	42	48	29	35	29	52	37
SYT15-AS1	3	2	0	2	0	6	1	4	3	3	4	14
SYT15B	13	29	0	17	21	35	53	34	21	27	54	40
SYT16	0	1	0	0	1	3	0	7	2	9	5	0
SYT17	24	2	0	15	35	12	45	36	30	38	52	41
SYT2	24	10	1	26	25	88	103	51	95	65	83	79
SYT3	2	20	0	2	9	38	4	8	2	2	3	6
SYT4	0	0	0	0	0	0	0	0	0	0	0	0
SYT5	2	3	0	2	0	3	2	0	13	1	3	1
SYT6	6	1	0	8	59	3	4	3	8	0	6	2
SYT7	206	95	0	126	470	488	457	314	201	254	635	420
SYT8	30	3	0	48	27	89	240	25	27	82	140	303
SYT9	21	8	0	40	24	43	108	38	51	32	47	58
SYT9-AS1	2	0	0	0	5	2	10	3	9	0	7	4
SYTL1	184	131	2	295	323	146	288	677	902	415	698	433
SYTL2	322	27	0	62	46	132	372	149	96	191	125	268
SYTL3	53	32	0	64	103	72	69	66	121	75	92	99
SYTL4	43	11	0	14	16	34	152	38	69	68	60	176
SYTL5	1	4	0	5	3	6	29	6	6	3	9	13
SYVN1	620	318	1	515	615	382	379	530	495	538	602	662
SZRD1	345	178	1	337	329	276	229	289	395	405	541	506
SZT2	949	263	3	1018	1148	1323	1350	1345	1418	1184	1988	1913
SZT2-AS1	0	0	0	0	0	0	0	0	0	0	1	0
TAAR1	0	0	0	0	0	0	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0	0	0	0	0	0	0
TAAR3P	0	0	0	0	0	0	0	0	0	0	0	0
TAAR4P	0	0	0	0	0	0	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7P	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0	0	0	0	0	0
TAB1	127	86	1	238	184	267	252	193	226	264	293	319
TAB2	325	29	4	212	325	303	538	201	226	449	220	371
TAB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TAB3	121	46	0	97	93	109	196	97	95	115	123	148
TAB3-AS1	3	7	0	3	2	1	13	0	5	1	5	3
TAB3P1	0	0	0	0	0	0	0	0	0	0	0	0
TAC1	0	0	0	4	0	0	5	11	0	4	7	11
TAC3	3	0	0	0	1	1	0	0	0	0	0	0
TAC4	36	6	0	25	26	13	32	25	39	18	64	45
TACC1	653	140	3	318	416	508	1168	858	969	1621	1044	2660
TACC1P1	1	2	0	0	0	0	0	0	0	0	0	0
TACC2	175	196	0	120	251	306	448	1426	1676	1227	1156	611
TACC3	256	43	0	139	335	96	21	53	31	53	79	101
TACO1	38	25	0	50	29	29	33	31	14	33	49	46
TACR1	53	8	1	15	23	80	73	64	82	99	128	71
TACR2	3	1	0	2	16	18	8	93	61	215	108	6
TACR3	0	0	0	0	0	0	2	0	0	0	0	1
TACSTD2	637	376	3	558	997	1274	564	1322	1615	1206	1990	1224
TADA1	25	9	0	34	31	47	37	36	24	38	30	28
TADA2A	5	0	0	5	13	10	8	1	1	12	24	6
TADA2B	156	111	0	82	103	97	163	163	141	131	185	179
TADA3	375	236	0	340	229	226	222	268	186	295	307	338
TAF1	276	54	0	209	191	263	644	341	407	479	396	554
TAF10	131	60	0	128	175	137	143	151	133	209	227	177
TAF11	43	51	2	57	78	125	142	79	84	108	107	131
TAF11L1	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L10	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L11	0	0	0	0	1	0	0	0	0	0	0	0
TAF11L12	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L13	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L14	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L2	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L3	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L4	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L5	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L6	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L7	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L8	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L9	0	0	0	0	0	0	0	0	0	0	0	0
TAF12	22	5	0	34	37	9	48	19	15	47	17	36
TAF12-DT	0	0	0	2	5	0	8	0	0	0	0	0
TAF13	20	40	0	22	18	20	17	6	10	24	8	8
TAF13P1	0	0	0	0	0	0	0	0	0	0	0	0
TAF13P2	0	0	0	0	0	2	4	0	0	1	1	0
TAF15	0	0	0	0	0	0	0	0	0	0	0	0
TAF1A	16	5	0	8	27	19	34	12	3	13	20	18
TAF1A-AS1	1	0	0	2	7	0	0	0	0	0	3	1
TAF1B	32	7	0	30	40	62	64	39	53	44	48	33
TAF1C	335	373	0	417	461	844	539	520	619	507	1029	722
TAF1D	54	8	0	39	30	93	94	38	47	40	61	68
TAF1L	12	1	0	13	9	12	18	5	15	15	14	24
TAF2	91	13	0	137	108	239	175	93	61	102	102	122
TAF3	44	29	0	72	81	51	65	53	55	97	70	85
TAF4	45	28	0	92	93	72	30	44	49	66	33	58
TAF4B	22	10	0	128	25	109	120	143	164	86	95	110
TAF5	22	3	0	22	16	20	35	4	13	16	7	22
TAF5L	145	31	0	97	170	163	80	91	116	117	130	111
TAF5LP1	17	2	0	31	42	6	10	1	15	6	20	21
TAF6	110	130	0	126	193	168	133	113	109	171	176	169
TAF6L	84	39	0	102	105	115	70	91	99	81	161	121
TAF7	115	48	1	47	67	99	110	69	105	138	131	107
TAF7L	1	0	0	1	1	2	0	0	1	1	2	0
TAF8	97	174	1	130	127	142	249	145	130	162	138	212
TAF9	0	0	0	0	0	0	0	0	0	0	0	0
TAF9B	30	0	0	14	24	23	55	25	32	73	19	32
TAF9BP1	18	0	0	0	15	12	28	10	1	6	4	13
TAF9BP2	5	0	0	1	1	1	0	0	1	0	0	0
TAF9P1	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P2	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P3	11	0	0	3	6	20	6	2	11	9	4	17
TAFA1	1	0	0	0	2	4	1	0	0	0	2	0
TAFA2	6	2	0	8	8	6	6	8	11	18	12	8
TAFA3	0	0	0	4	2	24	1	1	0	0	3	2
TAFA4	2	0	0	0	1	6	0	0	0	0	0	0
TAFA5	25	1	0	16	31	179	24	37	14	15	48	13
TAFAZZIN	196	92	0	186	154	124	147	170	159	135	229	181
TAGAP	104	14	0	109	108	46	41	51	56	72	58	80
TAGAP-AS1	5	4	0	4	15	5	7	5	8	8	5	8
TAGLN	598	101	0	418	174	1340	1105	1665	1272	3327	1823	2274
TAGLN2	1292	1164	8	1122	1666	1048	448	895	1027	1345	1317	1044
TAGLN2P1	25	9	0	34	24	43	21	34	27	38	55	36
TAGLN2P2	0	0	0	0	0	0	1	0	0	0	0	0
TAGLN3	0	0	0	1	7	1	0	0	2	0	5	0
TAL1	12	8	0	33	8	11	38	45	53	43	60	84
TAL2	1	0	0	0	0	0	1	0	0	0	0	3
TALAM1	5	0	0	18	3	7	47	8	6	0	19	19
TALDO1	293	65	0	245	157	221	185	264	244	245	382	258
TALDO1P1	0	0	0	0	0	0	0	1	5	1	0	0
TAMALIN	117	41	0	245	73	120	201	232	480	235	309	255
TAMALIN-AS1	11	19	0	27	18	11	27	28	74	26	21	22
TAMM41	62	26	0	59	78	42	150	64	41	66	83	88
TANC1	718	111	1	245	480	747	576	764	705	848	889	988
TANC2	1145	242	7	225	271	613	518	574	634	553	604	626
TANGO2	193	90	0	190	176	175	127	225	219	180	229	239
TANGO6	67	17	0	61	59	115	122	103	100	140	133	148
TANK	106	11	0	107	69	147	222	119	92	108	104	192
TANK-AS1	0	0	0	2	1	1	6	0	1	1	1	2
TAOK1	325	40	0	265	335	333	542	398	319	660	363	415
TAOK2	560	488	1	640	349	433	501	405	455	495	635	515
TAOK3	164	44	1	132	94	155	182	110	116	206	83	152
TAP1	3	0	0	6	7	4	1	4	2	4	0	18
TAP2	3	0	0	17	45	8	10	16	0	22	6	12
TAPBP	12	5	0	1	5	3	1	4	0	4	4	1
TAPBPL	208	33	0	118	289	164	200	128	162	141	131	133
TAPT1	59	31	0	59	61	140	133	64	68	101	111	105
TAPT1-AS1	24	7	0	28	23	28	75	60	65	58	30	48
TARBP1	277	41	4	310	241	535	331	267	334	290	395	355
TARBP2	140	65	0	61	111	115	81	80	90	52	101	102
TARBP2P1	0	0	0	0	26	10	4	0	0	0	4	0
TARDBP	205	22	0	146	211	253	439	246	229	386	332	308
TARDBPP1	1	0	0	0	0	1	2	0	0	0	0	0
TARDBPP2	1	0	0	0	6	1	0	0	1	0	1	1
TARDBPP3	3	0	0	1	4	1	4	5	5	0	6	1
TARDBPP4	0	0	0	0	0	0	0	0	0	0	0	0
TARDBPP5	0	0	0	0	0	0	0	0	0	0	0	0
TARID	0	0	0	0	11	7	3	0	0	1	0	0
TARM1	0	0	0	0	0	0	0	0	0	0	0	0
TARP	0	0	0	0	0	0	0	0	0	0	0	0
TARS1	114	33	0	56	201	194	119	98	71	149	91	110
TARS1-DT	5	0	0	0	7	2	10	5	2	2	5	3
TARS2	113	75	1	79	115	94	107	81	56	110	162	141
TARS2P1	0	0	0	0	0	0	0	0	0	0	0	0
TARS3	58	16	0	49	40	51	133	39	42	57	72	87
TAS1R1	2	0	0	8	8	5	14	16	25	9	15	17
TAS1R2	0	0	0	1	0	0	0	5	12	0	7	0
TAS1R3	36	27	0	38	83	27	64	96	57	59	120	49
TAS2R1	0	2	0	0	0	0	0	0	0	1	0	0
TAS2R10	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R12P	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R14	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R15P	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R18P	4	0	0	8	1	3	16	0	0	3	5	8
TAS2R19	3	4	0	3	1	3	9	0	2	0	1	0
TAS2R20	1	0	0	0	2	1	7	0	0	0	0	0
TAS2R2P	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R3	8	0	0	11	20	23	34	11	12	6	11	17
TAS2R30	2	0	0	1	2	1	7	1	12	0	0	0
TAS2R31	0	0	0	3	4	7	13	0	7	3	0	1
TAS2R38	0	0	0	0	2	4	0	1	0	0	0	0
TAS2R39	5	0	0	3	2	3	1	0	0	0	0	0
TAS2R4	10	7	0	44	21	47	93	33	25	24	23	21
TAS2R40	1	0	0	0	1	2	4	0	0	0	4	0
TAS2R41	5	2	0	3	0	1	2	2	0	0	2	0
TAS2R42	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R43	1	0	0	0	2	1	2	0	0	3	4	1
TAS2R45	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	6	5	0	5	0	0	0
TAS2R5	2	2	0	14	16	9	46	11	23	4	8	7
TAS2R50	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R60	5	0	0	1	2	1	2	0	3	2	1	1
